NSC,OV:IGROV1,OV:OVCAR-3,OV:OVCAR-4,OV:OVCAR-5,OV:OVCAR-8,OV:SK-OV-3,OV:NCI/ADR-RES
697045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697124,0.0,0.0,0.0,0.0,0.0,0.0,1.0
697125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
697127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697129,0.0,0.0,0.0,0.0,0.0,0.0,1.0
697130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697132,0.0,0.0,0.0,0.0,0.0,0.0,1.0
697133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697135,0.0,0.0,0.0,0.0,0.0,0.0,1.0
697138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697142,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697146,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697150,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697196,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697265,0.0,0.0,0.0,0.0,1.0,0.0,0.0
697268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697593,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697679,0.0,0.0,1.0,0.0,0.0,0.0,0.0
697685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697747,0.0,1.0,0.0,0.0,0.0,0.0,0.0
697748,0.0,1.0,0.0,0.0,0.0,0.0,0.0
697764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697783,0.0,0.0,1.0,0.0,0.0,0.0,0.0
697784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
697856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698093,0.0,0.0,1.0,0.0,0.0,0.0,0.0
698095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698243,0.0,1.0,0.0,0.0,0.0,0.0,0.0
698244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698252,0.0,0.0,0.0,0.0,0.0,0.0,1.0
698253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698254,0.0,0.0,0.0,1.0,0.0,0.0,0.0
698255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698261,0.0,0.0,0.0,0.0,1.0,0.0,0.0
698262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698391,0.0,1.0,0.0,0.0,0.0,0.0,0.0
698394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698409,0.0,0.0,0.0,1.0,0.0,0.0,0.0
698451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698453,0.0,1.0,0.0,0.0,0.0,0.0,0.0
698458,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698672,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698673,1.0,1.0,0.0,0.0,0.0,0.0,0.0
698674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698675,1.0,0.0,0.0,1.0,0.0,0.0,0.0
698678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698687,0.0,0.0,0.0,0.0,1.0,0.0,0.0
698688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698925,0.0,0.0,0.0,0.0,1.0,0.0,1.0
698931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698964,0.0,0.0,0.0,0.0,0.0,0.0,1.0
698968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698972,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698980,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698989,0.0,0.0,1.0,0.0,0.0,0.0,0.0
698990,0.0,0.0,1.0,0.0,0.0,0.0,0.0
699002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699007,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699105,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699123,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699149,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699241,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
699247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699410,0.0,1.0,0.0,0.0,0.0,0.0,0.0
699411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699412,0.0,1.0,0.0,0.0,0.0,0.0,0.0
699413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699425,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699743,0.0,1.0,0.0,0.0,0.0,0.0,0.0
699745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699750,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699760,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
